Distance (km),Loss (dB)
0.031572,33.458000
0.031577,33.456000
0.031582,33.454000
0.031587,33.452000
0.031592,33.451000
0.031597,33.450000
0.031602,33.448000
0.031607,33.447000
0.031613,33.445000
0.031618,33.443000
0.031623,33.443000
0.031628,33.441000
0.031633,33.440000
0.031638,33.438000
0.031643,33.436000
0.031648,33.434000
0.031653,33.432000
0.031658,33.430000
0.031664,33.428000
0.031669,33.426000
0.031674,33.423000
0.031679,33.421000
0.031684,33.420000
0.031689,33.418000
0.031694,33.417000
0.031699,33.416000
0.031704,33.414000
0.031709,33.412000
0.031714,33.410000
0.031720,33.408000
0.031725,33.406000
0.031730,33.404000
0.031735,33.402000
0.031740,33.400000
0.031745,33.398000
0.031750,33.396000
0.031755,33.394000
0.031760,33.392000
0.031765,33.391000
0.031771,33.389000
0.031776,33.386000
0.031781,33.384000
0.031786,33.382000
0.031791,33.380000
0.031796,33.378000
0.031801,33.377000
0.031806,33.375000
0.031811,33.373000
0.031816,33.372000
0.031821,33.371000
0.031827,33.370000
0.031832,33.369000
0.031837,33.368000
0.031842,33.366000
0.031847,33.364000
0.031852,33.362000
0.031857,33.360000
0.031862,33.358000
0.031867,33.356000
0.031872,33.354000
0.031878,33.352000
0.031883,33.350000
0.031888,33.347000
0.031893,33.346000
0.031898,33.344000
0.031903,33.343000
0.031908,33.342000
0.031913,33.340000
0.031918,33.338000
0.031923,33.335000
0.031928,33.333000
0.031934,33.331000
0.031939,33.329000
0.031944,33.327000
0.031949,33.325000
0.031954,33.323000
0.031959,33.320000
0.031964,33.319000
0.031969,33.317000
0.031974,33.315000
0.031979,33.313000
0.031985,33.311000
0.031990,33.310000
0.031995,33.308000
0.032000,33.306000
0.032005,33.305000
0.032010,33.304000
0.032015,33.302000
0.032020,33.300000
0.032025,33.298000
0.032030,33.296000
0.032035,33.294000
0.032041,33.292000
0.032046,33.291000
0.032051,33.290000
0.032056,33.289000
0.032061,33.288000
0.032066,33.286000
0.032071,33.284000
0.032076,33.283000
0.032081,33.281000
0.032086,33.280000
0.032091,33.277000
0.032097,33.276000
0.032102,33.274000
0.032107,33.272000
0.032112,33.269000
0.032117,33.267000
0.032122,33.264000
0.032127,33.262000
0.032132,33.260000
0.032137,33.258000
0.032142,33.257000
0.032148,33.255000
0.032153,33.253000
0.032158,33.251000
0.032163,33.248000
0.032168,33.247000
0.032173,33.244000
0.032178,33.242000
0.032183,33.240000
0.032188,33.238000
0.032193,33.235000
0.032198,33.234000
0.032204,33.232000
0.032209,33.229000
0.032214,33.228000
0.032219,33.226000
0.032224,33.224000
0.032229,33.223000
0.032234,33.221000
0.032239,33.221000
0.032244,33.220000
0.032249,33.219000
0.032255,33.217000
0.032260,33.215000
0.032265,33.214000
0.032270,33.211000
0.032275,33.210000
0.032280,33.208000
0.032285,33.207000
0.032290,33.205000
0.032295,33.204000
0.032300,33.203000
0.032305,33.201000
0.032311,33.200000
0.032316,33.199000
0.032321,33.198000
0.032326,33.196000
0.032331,33.194000
0.032336,33.193000
0.032341,33.191000
0.032346,33.190000
0.032351,33.189000
0.032356,33.187000
0.032362,33.185000
0.032367,33.183000
0.032372,33.181000
0.032377,33.179000
0.032382,33.177000
0.032387,33.175000
0.032392,33.173000
0.032397,33.171000
0.032402,33.170000
0.032407,33.168000
0.032412,33.167000
0.032418,33.166000
0.032423,33.164000
0.032428,33.163000
0.032433,33.162000
0.032438,33.160000
0.032443,33.159000
0.032448,33.157000
0.032453,33.155000
0.032458,33.154000
0.032463,33.152000
0.032469,33.150000
0.032474,33.149000
0.032479,33.148000
0.032484,33.147000
0.032489,33.145000
0.032494,33.144000
0.032499,33.141000
0.032504,33.140000
0.032509,33.138000
0.032514,33.136000
0.032519,33.135000
0.032525,33.133000
0.032530,33.132000
0.032535,33.130000
0.032540,33.128000
0.032545,33.126000
0.032550,33.125000
0.032555,33.123000
0.032560,33.121000
0.032565,33.119000
0.032570,33.117000
0.032575,33.115000
0.032581,33.113000
0.032586,33.112000
0.032591,33.110000
0.032596,33.108000
0.032601,33.107000
0.032606,33.106000
0.032611,33.104000
0.032616,33.102000
0.032621,33.100000
0.032626,33.097000
0.032632,33.095000
0.032637,33.093000
0.032642,33.091000
0.032647,33.089000
0.032652,33.087000
0.032657,33.086000
0.032662,33.084000
0.032667,33.083000
0.032672,33.081000
0.032677,33.079000
0.032682,33.077000
0.032688,33.076000
0.032693,33.073000
0.032698,33.070000
0.032703,33.068000
0.032708,33.066000
0.032713,33.063000
0.032718,33.062000
0.032723,33.060000
0.032728,33.058000
0.032733,33.056000
0.032739,33.054000
0.032744,33.052000
0.032749,33.050000
0.032754,33.048000
0.032759,33.046000
0.032764,33.044000
0.032769,33.042000
0.032774,33.040000
0.032779,33.038000
0.032784,33.037000
0.032789,33.036000
0.032795,33.034000
0.032800,33.033000
0.032805,33.031000
0.032810,33.029000
0.032815,33.027000
0.032820,33.025000
0.032825,33.022000
0.032830,33.020000
0.032835,33.018000
0.032840,33.016000
0.032846,33.015000
0.032851,33.014000
0.032856,33.013000
0.032861,33.012000
0.032866,33.011000
0.032871,33.010000
0.032876,33.008000
0.032881,33.006000
0.032886,33.004000
0.032891,33.002000
0.032896,33.000000
0.032902,32.998000
0.032907,32.996000
0.032912,32.994000
0.032917,32.993000
0.032922,32.991000
0.032927,32.989000
0.032932,32.987000
0.032937,32.985000
0.032942,32.984000
0.032947,32.982000
0.032952,32.981000
0.032958,32.978000
0.032963,32.976000
0.032968,32.974000
0.032973,32.972000
0.032978,32.970000
0.032983,32.968000
0.032988,32.966000
0.032993,32.964000
0.032998,32.963000
0.033003,32.960000
0.033009,32.959000
0.033014,32.957000
0.033019,32.955000
0.033024,32.953000
0.033029,32.952000
0.033034,32.950000
0.033039,32.948000
0.033044,32.946000
0.033049,32.945000
0.033054,32.943000
0.033059,32.941000
0.033065,32.938000
0.033070,32.936000
0.033075,32.934000
0.033080,32.933000
0.033085,32.931000
0.033090,32.929000
0.033095,32.929000
0.033100,32.927000
0.033105,32.927000
0.033110,32.926000
0.033116,32.925000
0.033121,32.923000
0.033126,32.922000
0.033131,32.920000
0.033136,32.919000
0.033141,32.917000
0.033146,32.916000
0.033151,32.915000
0.033156,32.914000
0.033161,32.912000
0.033166,32.911000
0.033172,32.910000
0.033177,32.908000
0.033182,32.907000
0.033187,32.905000
0.033192,32.904000
0.033197,32.903000
0.033202,32.901000
0.033207,32.899000
0.033212,32.898000
0.033217,32.896000
0.033223,32.894000
0.033228,32.893000
0.033233,32.891000
0.033238,32.889000
0.033243,32.887000
0.033248,32.886000
0.033253,32.884000
0.033258,32.882000
0.033263,32.880000
0.033268,32.878000
0.033273,32.877000
0.033279,32.875000
0.033284,32.873000
0.033289,32.871000
0.033294,32.870000
0.033299,32.868000
0.033304,32.866000
0.033309,32.864000
0.033314,32.862000
0.033319,32.859000
0.033324,32.857000
0.033330,32.854000
0.033335,32.852000
0.033340,32.850000
0.033345,32.847000
0.033350,32.845000
0.033355,32.844000
0.033360,32.842000
0.033365,32.841000
0.033370,32.839000
0.033375,32.837000
0.033380,32.835000
0.033386,32.833000
0.033391,32.831000
0.033396,32.829000
0.033401,32.827000
0.033406,32.825000
0.033411,32.823000
0.033416,32.822000
0.033421,32.820000
0.033426,32.819000
0.033431,32.817000
0.033436,32.816000
0.033442,32.814000
0.033447,32.812000
0.033452,32.810000
0.033457,32.808000
0.033462,32.806000
0.033467,32.804000
0.033472,32.802000
0.033477,32.800000
0.033482,32.799000
0.033487,32.797000
0.033493,32.795000
0.033498,32.793000
0.033503,32.791000
0.033508,32.788000
0.033513,32.787000
0.033518,32.786000
0.033523,32.785000
0.033528,32.784000
0.033533,32.782000
0.033538,32.781000
0.033543,32.779000
0.033549,32.778000
0.033554,32.776000
0.033559,32.775000
0.033564,32.774000
0.033569,32.773000
0.033574,32.772000
0.033579,32.771000
0.033584,32.770000
0.033589,32.769000
0.033594,32.767000
0.033600,32.765000
0.033605,32.763000
0.033610,32.761000
0.033615,32.759000
0.033620,32.757000
0.033625,32.755000
0.033630,32.753000
0.033635,32.751000
0.033640,32.749000
0.033645,32.747000
0.033650,32.745000
0.033656,32.743000
0.033661,32.742000
0.033666,32.740000
0.033671,32.738000
0.033676,32.736000
0.033681,32.734000
0.033686,32.732000
0.033691,32.730000
0.033696,32.728000
0.033701,32.727000
0.033707,32.725000
0.033712,32.724000
0.033717,32.722000
0.033722,32.721000
0.033727,32.719000
0.033732,32.716000
0.033737,32.714000
0.033742,32.712000
0.033747,32.711000
0.033752,32.709000
0.033757,32.708000
0.033763,32.707000
0.033768,32.705000
0.033773,32.704000
0.033778,32.702000
0.033783,32.700000
0.033788,32.698000
0.033793,32.696000
0.033798,32.694000
0.033803,32.691000
0.033808,32.690000
0.033814,32.688000
0.033819,32.686000
0.033824,32.685000
0.033829,32.684000
0.033834,32.682000
0.033839,32.679000
0.033844,32.677000
0.033849,32.675000
0.033854,32.672000
0.033859,32.671000
0.033864,32.670000
0.033870,32.669000
0.033875,32.668000
0.033880,32.667000
0.033885,32.665000
0.033890,32.662000
0.033895,32.660000
0.033900,32.657000
0.033905,32.655000
0.033910,32.653000
0.033915,32.652000
0.033920,32.650000
0.033926,32.648000
0.033931,32.647000
0.033936,32.645000
0.033941,32.643000
0.033946,32.641000
0.033951,32.639000
0.033956,32.637000
0.033961,32.636000
0.033966,32.634000
0.033971,32.632000
0.033977,32.631000
0.033982,32.629000
0.033987,32.626000
0.033992,32.624000
0.033997,32.622000
0.034002,32.621000
0.034007,32.619000
0.034012,32.618000
0.034017,32.615000
0.034022,32.613000
0.034027,32.612000
0.034033,32.611000
0.034038,32.610000
0.034043,32.608000
0.034048,32.606000
0.034053,32.604000
0.034058,32.602000
0.034063,32.600000
0.034068,32.599000
0.034073,32.597000
0.034078,32.596000
0.034084,32.595000
0.034089,32.594000
0.034094,32.592000
0.034099,32.590000
0.034104,32.588000
0.034109,32.586000
0.034114,32.585000
0.034119,32.583000
0.034124,32.582000
0.034129,32.580000
0.034134,32.578000
0.034140,32.577000
0.034145,32.576000
0.034150,32.574000
0.034155,32.572000
0.034160,32.570000
0.034165,32.568000
0.034170,32.566000
0.034175,32.563000
0.034180,32.561000
0.034185,32.559000
0.034191,32.557000
0.034196,32.556000
0.034201,32.554000
0.034206,32.553000
0.034211,32.551000
0.034216,32.548000
0.034221,32.546000
0.034226,32.544000
0.034231,32.543000
0.034236,32.542000
0.034241,32.540000
0.034247,32.539000
0.034252,32.538000
0.034257,32.536000
0.034262,32.534000
0.034267,32.532000
0.034272,32.530000
0.034277,32.528000
0.034282,32.527000
0.034287,32.526000
0.034292,32.524000
0.034297,32.522000
0.034303,32.520000
0.034308,32.518000
0.034313,32.517000
0.034318,32.516000
0.034323,32.515000
0.034328,32.514000
0.034333,32.512000
0.034338,32.510000
0.034343,32.508000
0.034348,32.507000
0.034354,32.505000
0.034359,32.503000
0.034364,32.501000
0.034369,32.498000
0.034374,32.496000
0.034379,32.494000
0.034384,32.492000
0.034389,32.490000
0.034394,32.488000
0.034399,32.487000
0.034404,32.484000
0.034410,32.483000
0.034415,32.481000
0.034420,32.479000
0.034425,32.477000
0.034430,32.476000
0.034435,32.474000
0.034440,32.473000
0.034445,32.471000
0.034450,32.470000
0.034455,32.469000
0.034461,32.467000
0.034466,32.466000
0.034471,32.465000
0.034476,32.463000
0.034481,32.462000
0.034486,32.460000
0.034491,32.458000
0.034496,32.457000
0.034501,32.455000
0.034506,32.453000
0.034511,32.451000
0.034517,32.449000
0.034522,32.447000
0.034527,32.445000
0.034532,32.443000
0.034537,32.441000
0.034542,32.439000
0.034547,32.437000
0.034552,32.435000
0.034557,32.432000
0.034562,32.429000
0.034568,32.427000
0.034573,32.425000
0.034578,32.423000
0.034583,32.422000
0.034588,32.421000
0.034593,32.419000
0.034598,32.418000
0.034603,32.416000
0.034608,32.414000
0.034613,32.411000
0.034618,32.409000
0.034624,32.406000
0.034629,32.404000
0.034634,32.402000
0.034639,32.401000
0.034644,32.399000
0.034649,32.398000
0.034654,32.396000
0.034659,32.395000
0.034664,32.394000
0.034669,32.393000
0.034675,32.390000
0.034680,32.388000
0.034685,32.385000
0.034690,32.383000
0.034695,32.381000
0.034700,32.380000
0.034705,32.379000
0.034710,32.377000
0.034715,32.376000
0.034720,32.374000
0.034725,32.373000
0.034731,32.371000
0.034736,32.369000
0.034741,32.367000
0.034746,32.365000
0.034751,32.363000
0.034756,32.362000
0.034761,32.360000
0.034766,32.359000
0.034771,32.358000
0.034776,32.357000
0.034781,32.355000
0.034787,32.353000
0.034792,32.351000
0.034797,32.350000
0.034802,32.349000
0.034807,32.347000
0.034812,32.344000
0.034817,32.342000
0.034822,32.340000
0.034827,32.338000
0.034832,32.336000
0.034838,32.335000
0.034843,32.335000
0.034848,32.333000
0.034853,32.332000
0.034858,32.330000
0.034863,32.327000
0.034868,32.324000
0.034873,32.322000
0.034878,32.319000
0.034883,32.318000
0.034888,32.316000
0.034894,32.315000
0.034899,32.313000
0.034904,32.312000
0.034909,32.310000
0.034914,32.308000
0.034919,32.307000
0.034924,32.305000
0.034929,32.304000
0.034934,32.302000
0.034939,32.301000
0.034945,32.298000
0.034950,32.296000
0.034955,32.294000
0.034960,32.293000
0.034965,32.291000
0.034970,32.289000
0.034975,32.287000
0.034980,32.285000
0.034985,32.283000
0.034990,32.281000
0.034995,32.280000
0.035001,32.279000
0.035006,32.278000
0.035011,32.276000
0.035016,32.273000
0.035021,32.271000
0.035026,32.268000
0.035031,32.265000
0.035036,32.263000
0.035041,32.261000
0.035046,32.259000
0.035052,32.258000
0.035057,32.257000
0.035062,32.256000
0.035067,32.254000
0.035072,32.253000
0.035077,32.251000
0.035082,32.250000
0.035087,32.248000
0.035092,32.247000
0.035097,32.245000
0.035102,32.244000
0.035108,32.242000
0.035113,32.241000
0.035118,32.239000
0.035123,32.237000
0.035128,32.234000
0.035133,32.232000
0.035138,32.230000
0.035143,32.229000
0.035148,32.227000
0.035153,32.226000
0.035159,32.225000
0.035164,32.223000
0.035169,32.222000
0.035174,32.220000
0.035179,32.218000
0.035184,32.216000
0.035189,32.215000
0.035194,32.213000
0.035199,32.212000
0.035204,32.210000
0.035209,32.209000
0.035215,32.207000
0.035220,32.205000
0.035225,32.204000
0.035230,32.202000
0.035235,32.201000
0.035240,32.199000
0.035245,32.198000
0.035250,32.196000
0.035255,32.194000
0.035260,32.193000
0.035265,32.191000
0.035271,32.189000
0.035276,32.187000
0.035281,32.185000
0.035286,32.183000
0.035291,32.181000
0.035296,32.179000
0.035301,32.177000
0.035306,32.175000
0.035311,32.173000
0.035316,32.172000
0.035322,32.169000
0.035327,32.167000
0.035332,32.165000
0.035337,32.162000
0.035342,32.160000
0.035347,32.158000
0.035352,32.156000
0.035357,32.154000
0.035362,32.153000
0.035367,32.151000
0.035372,32.150000
0.035378,32.148000
0.035383,32.146000
0.035388,32.144000
0.035393,32.142000
0.035398,32.140000
0.035403,32.138000
0.035408,32.137000
0.035413,32.135000
0.035418,32.133000
0.035423,32.131000
0.035429,32.129000
0.035434,32.128000
0.035439,32.127000
0.035444,32.127000
0.035449,32.126000
0.035454,32.125000
0.035459,32.124000
0.035464,32.123000
0.035469,32.121000
0.035474,32.119000
0.035479,32.118000
0.035485,32.116000
0.035490,32.114000
0.035495,32.112000
0.035500,32.110000
0.035505,32.108000
0.035510,32.106000
0.035515,32.104000
0.035520,32.102000
0.035525,32.100000
0.035530,32.098000
0.035536,32.096000
0.035541,32.095000
0.035546,32.093000
0.035551,32.092000
0.035556,32.090000
0.035561,32.088000
0.035566,32.086000
0.035571,32.084000
0.035576,32.083000
0.035581,32.081000
0.035586,32.079000
0.035592,32.077000
0.035597,32.075000
0.035602,32.074000
0.035607,32.072000
0.035612,32.070000
0.035617,32.068000
0.035622,32.066000
0.035627,32.064000
0.035632,32.062000
0.035637,32.060000
0.035642,32.058000
0.035648,32.057000
0.035653,32.055000
0.035658,32.053000
0.035663,32.051000
0.035668,32.049000
0.035673,32.048000
0.035678,32.046000
0.035683,32.044000
0.035688,32.042000
0.035693,32.041000
0.035699,32.039000
0.035704,32.036000
0.035709,32.034000
0.035714,32.032000
0.035719,32.030000
0.035724,32.028000
0.035729,32.026000
0.035734,32.024000
0.035739,32.022000
0.035744,32.020000
0.035749,32.019000
0.035755,32.018000
0.035760,32.017000
0.035765,32.015000
0.035770,32.014000
0.035775,32.012000
0.035780,32.010000
0.035785,32.008000
0.035790,32.006000
0.035795,32.004000
0.035800,32.002000
0.035806,32.001000
0.035811,31.999000
0.035816,31.997000
0.035821,31.996000
0.035826,31.995000
0.035831,31.993000
0.035836,31.991000
0.035841,31.989000
0.035846,31.986000
0.035851,31.984000
0.035856,31.982000
0.035862,31.979000
0.035867,31.978000
0.035872,31.976000
0.035877,31.974000
0.035882,31.973000
0.035887,31.971000
0.035892,31.970000
0.035897,31.969000
0.035902,31.968000
0.035907,31.967000
0.035913,31.966000
0.035918,31.964000
0.035923,31.963000
0.035928,31.962000
0.035933,31.960000
0.035938,31.959000
0.035943,31.957000
0.035948,31.955000
0.035953,31.953000
0.035958,31.951000
0.035963,31.949000
0.035969,31.947000
0.035974,31.945000
0.035979,31.943000
0.035984,31.941000
0.035989,31.940000
0.035994,31.938000
0.035999,31.937000
0.036004,31.935000
0.036009,31.934000
0.036014,31.932000
0.036020,31.930000
0.036025,31.928000
0.036030,31.927000
0.036035,31.925000
0.036040,31.923000
0.036045,31.920000
0.036050,31.918000
0.036055,31.916000
0.036060,31.915000
0.036065,31.914000
0.036070,31.913000
0.036076,31.911000
0.036081,31.910000
0.036086,31.908000
0.036091,31.907000
0.036096,31.905000
0.036101,31.903000
0.036106,31.900000
0.036111,31.898000
0.036116,31.895000
0.036121,31.893000
0.036126,31.890000
0.036132,31.889000
0.036137,31.887000
0.036142,31.886000
0.036147,31.884000
0.036152,31.882000
0.036157,31.879000
0.036162,31.877000
0.036167,31.874000
0.036172,31.871000
0.036177,31.869000
0.036183,31.867000
0.036188,31.865000
0.036193,31.864000
0.036198,31.862000
0.036203,31.860000
0.036208,31.859000
0.036213,31.857000
0.036218,31.856000
0.036223,31.854000
0.036228,31.852000
0.036233,31.851000
0.036239,31.849000
0.036244,31.848000
0.036249,31.847000
0.036254,31.846000
0.036259,31.845000
0.036264,31.844000
0.036269,31.842000
0.036274,31.840000
0.036279,31.837000
0.036284,31.835000
0.036290,31.833000
0.036295,31.832000
0.036300,31.830000
0.036305,31.829000
0.036310,31.827000
0.036315,31.824000
0.036320,31.822000
0.036325,31.821000
0.036330,31.819000
0.036335,31.817000
0.036340,31.815000
0.036346,31.813000
0.036351,31.811000
0.036356,31.809000
0.036361,31.808000
0.036366,31.806000
0.036371,31.804000
0.036376,31.802000
0.036381,31.799000
0.036386,31.797000
0.036391,31.795000
0.036397,31.793000
0.036402,31.791000
0.036407,31.789000
0.036412,31.787000
0.036417,31.786000
0.036422,31.785000
0.036427,31.784000
0.036432,31.783000
0.036437,31.782000
0.036442,31.781000
0.036447,31.779000
0.036453,31.778000
0.036458,31.776000
0.036463,31.774000
0.036468,31.772000
0.036473,31.771000
0.036478,31.769000
0.036483,31.768000
0.036488,31.767000
0.036493,31.766000
0.036498,31.765000
0.036504,31.763000
0.036509,31.762000
0.036514,31.760000
0.036519,31.758000
0.036524,31.756000
0.036529,31.754000
0.036534,31.752000
0.036539,31.750000
0.036544,31.748000
0.036549,31.747000
0.036554,31.745000
0.036560,31.744000
0.036565,31.743000
0.036570,31.741000
0.036575,31.740000
0.036580,31.739000
0.036585,31.737000
0.036590,31.736000
0.036595,31.734000
0.036600,31.733000
0.036605,31.732000
0.036610,31.731000
0.036616,31.729000
0.036621,31.727000
0.036626,31.725000
0.036631,31.723000
0.036636,31.720000
0.036641,31.717000
0.036646,31.714000
0.036651,31.712000
0.036656,31.711000
0.036661,31.709000
0.036667,31.707000
0.036672,31.705000
0.036677,31.702000
0.036682,31.700000
0.036687,31.697000
0.036692,31.695000
0.036697,31.693000
0.036702,31.691000
0.036707,31.689000
0.036712,31.687000
0.036717,31.685000
0.036723,31.683000
0.036728,31.681000
0.036733,31.680000
0.036738,31.678000
0.036743,31.677000
0.036748,31.676000
0.036753,31.676000
0.036758,31.674000
0.036763,31.672000
0.036768,31.670000
0.036774,31.668000
0.036779,31.665000
0.036784,31.663000
0.036789,31.660000
0.036794,31.658000
0.036799,31.656000
0.036804,31.655000
0.036809,31.653000
0.036814,31.652000
0.036819,31.650000
0.036824,31.648000
0.036830,31.647000
0.036835,31.645000
0.036840,31.643000
0.036845,31.641000
0.036850,31.639000
0.036855,31.638000
0.036860,31.636000
0.036865,31.635000
0.036870,31.633000
0.036875,31.632000
0.036881,31.630000
0.036886,31.629000
0.036891,31.627000
0.036896,31.626000
0.036901,31.624000
0.036906,31.622000
0.036911,31.620000
0.036916,31.618000
0.036921,31.616000
0.036926,31.613000
0.036931,31.612000
0.036937,31.610000
0.036942,31.608000
0.036947,31.606000
0.036952,31.605000
0.036957,31.603000
0.036962,31.602000
0.036967,31.600000
0.036972,31.598000
0.036977,31.596000
0.036982,31.594000
0.036987,31.592000
0.036993,31.589000
0.036998,31.587000
0.037003,31.586000
0.037008,31.584000
0.037013,31.582000
0.037018,31.581000
0.037023,31.579000
0.037028,31.576000
0.037033,31.574000
0.037038,31.573000
0.037044,31.571000
0.037049,31.570000
0.037054,31.568000
0.037059,31.567000
0.037064,31.565000
0.037069,31.563000
0.037074,31.561000
0.037079,31.559000
0.037084,31.558000
0.037089,31.556000
0.037094,31.554000
0.037100,31.552000
0.037105,31.551000
0.037110,31.550000
0.037115,31.548000
0.037120,31.546000
0.037125,31.544000
0.037130,31.542000
0.037135,31.540000
0.037140,31.538000
0.037145,31.537000
0.037151,31.535000
0.037156,31.533000
0.037161,31.532000
0.037166,31.530000
0.037171,31.530000
0.037176,31.528000
0.037181,31.527000
0.037186,31.526000
0.037191,31.524000
0.037196,31.522000
0.037201,31.520000
0.037207,31.518000
0.037212,31.517000
0.037217,31.515000
0.037222,31.513000
0.037227,31.510000
0.037232,31.508000
0.037237,31.506000
0.037242,31.504000
0.037247,31.503000
0.037252,31.501000
0.037258,31.500000
0.037263,31.498000
0.037268,31.496000
0.037273,31.494000
0.037278,31.492000
0.037283,31.491000
0.037288,31.489000
0.037293,31.488000
0.037298,31.486000
0.037303,31.484000
0.037308,31.482000
0.037314,31.480000
0.037319,31.478000
0.037324,31.476000
0.037329,31.475000
0.037334,31.473000
0.037339,31.471000
0.037344,31.470000
0.037349,31.468000
0.037354,31.466000
0.037359,31.464000
0.037365,31.462000
0.037370,31.460000
0.037375,31.458000
0.037380,31.456000
0.037385,31.455000
0.037390,31.453000
0.037395,31.452000
0.037400,31.451000
0.037405,31.450000
0.037410,31.448000
0.037415,31.446000
0.037421,31.445000
0.037426,31.444000
0.037431,31.442000
0.037436,31.440000
0.037441,31.439000
0.037446,31.437000
0.037451,31.435000
0.037456,31.433000
0.037461,31.431000
0.037466,31.429000
0.037471,31.428000
0.037477,31.426000
0.037482,31.424000
0.037487,31.422000
0.037492,31.419000
0.037497,31.417000
0.037502,31.416000
0.037507,31.414000
0.037512,31.413000
0.037517,31.411000
0.037522,31.410000
0.037528,31.409000
0.037533,31.407000
0.037538,31.406000
0.037543,31.404000
0.037548,31.402000
0.037553,31.401000
0.037558,31.399000
0.037563,31.397000
0.037568,31.395000
0.037573,31.393000
0.037578,31.392000
0.037584,31.390000
0.037589,31.388000
0.037594,31.387000
0.037599,31.386000
0.037604,31.384000
0.037609,31.382000
0.037614,31.380000
0.037619,31.378000
0.037624,31.376000
0.037629,31.374000
0.037635,31.373000
0.037640,31.372000
0.037645,31.370000
0.037650,31.369000
0.037655,31.368000
0.037660,31.366000
0.037665,31.364000
0.037670,31.362000
0.037675,31.359000
0.037680,31.356000
0.037685,31.354000
0.037691,31.351000
0.037696,31.348000
0.037701,31.346000
0.037706,31.343000
0.037711,31.342000
0.037716,31.340000
0.037721,31.339000
0.037726,31.337000
0.037731,31.335000
0.037736,31.333000
0.037742,31.331000
0.037747,31.329000
0.037752,31.327000
0.037757,31.325000
0.037762,31.322000
0.037767,31.320000
0.037772,31.319000
0.037777,31.317000
0.037782,31.316000
0.037787,31.314000
0.037792,31.313000
0.037798,31.311000
0.037803,31.309000
0.037808,31.307000
0.037813,31.306000
0.037818,31.304000
0.037823,31.302000
0.037828,31.300000
0.037833,31.299000
0.037838,31.297000
0.037843,31.296000
0.037849,31.294000
0.037854,31.292000
0.037859,31.291000
0.037864,31.289000
0.037869,31.287000
0.037874,31.285000
0.037879,31.284000
0.037884,31.282000
0.037889,31.280000
0.037894,31.278000
0.037899,31.276000
0.037905,31.275000
0.037910,31.272000
0.037915,31.271000
0.037920,31.269000
0.037925,31.267000
0.037930,31.265000
0.037935,31.263000
0.037940,31.261000
0.037945,31.259000
0.037950,31.258000
0.037955,31.255000
0.037961,31.253000
0.037966,31.251000
0.037971,31.248000
0.037976,31.245000
0.037981,31.243000
0.037986,31.241000
0.037991,31.239000
0.037996,31.237000
0.038001,31.235000
0.038006,31.233000
0.038012,31.230000
0.038017,31.228000
0.038022,31.226000
0.038027,31.223000
0.038032,31.221000
0.038037,31.218000
0.038042,31.214000
0.038047,31.211000
0.038052,31.207000
0.038057,31.203000
0.038062,31.199000
0.038068,31.195000
0.038073,31.191000
0.038078,31.185000
0.038083,31.180000
0.038088,31.174000
0.038093,31.168000
0.038098,31.162000
0.038103,31.155000
0.038108,31.148000
0.038113,31.141000
0.038119,31.134000
0.038124,31.126000
0.038129,31.119000
0.038134,31.112000
0.038139,31.106000
0.038144,31.100000
0.038149,31.094000
0.038154,31.088000
0.038159,31.082000
0.038164,31.077000
0.038169,31.072000
0.038175,31.067000
0.038180,31.062000
0.038185,31.057000
0.038190,31.051000
0.038195,31.047000
0.038200,31.043000
0.038205,31.039000
0.038210,31.035000
0.038215,31.032000
0.038220,31.028000
0.038226,31.024000
0.038231,31.020000
0.038236,31.017000
0.038241,31.015000
0.038246,31.013000
0.038251,31.011000
0.038256,31.009000
0.038261,31.007000
0.038266,31.005000
0.038271,31.002000
0.038276,31.000000
0.038282,30.997000
0.038287,30.994000
0.038292,30.992000
0.038297,30.990000
0.038302,30.987000
0.038307,30.985000
0.038312,30.983000
0.038317,30.981000
0.038322,30.979000
0.038327,30.977000
0.038332,30.975000
0.038338,30.973000
0.038343,30.972000
0.038348,30.970000
0.038353,30.968000
0.038358,30.967000
0.038363,30.966000
0.038368,30.964000
0.038373,30.962000
0.038378,30.961000
0.038383,30.959000
0.038389,30.957000
0.038394,30.955000
0.038399,30.953000
0.038404,30.951000
0.038409,30.950000
0.038414,30.948000
0.038419,30.946000
0.038424,30.944000
0.038429,30.943000
0.038434,30.941000
0.038439,30.939000
0.038445,30.937000
0.038450,30.935000
0.038455,30.933000
0.038460,30.931000
0.038465,30.929000
0.038470,30.928000
0.038475,30.926000
0.038480,30.924000
0.038485,30.922000
0.038490,30.920000
0.038496,30.918000
0.038501,30.916000
0.038506,30.915000
0.038511,30.913000
0.038516,30.911000
0.038521,30.910000
0.038526,30.908000
0.038531,30.906000
0.038536,30.904000
0.038541,30.903000
0.038546,30.902000
0.038552,30.901000
0.038557,30.900000
0.038562,30.898000
0.038567,30.896000
0.038572,30.895000
0.038577,30.893000
0.038582,30.891000
0.038587,30.889000
0.038592,30.887000
0.038597,30.886000
0.038603,30.884000
0.038608,30.883000
0.038613,30.882000
0.038618,30.880000
0.038623,30.879000
0.038628,30.877000
0.038633,30.875000
0.038638,30.874000
0.038643,30.872000
0.038648,30.871000
0.038653,30.869000
0.038659,30.866000
0.038664,30.864000
0.038669,30.861000
0.038674,30.859000
0.038679,30.858000
0.038684,30.856000
0.038689,30.853000
