Distance (km),Loss (dB)
0.013318,39.835000
0.013323,39.834000
0.013328,39.832000
0.013333,39.831000
0.013338,39.829000
0.013343,39.828000
0.013348,39.826000
0.013353,39.824000
0.013358,39.821000
0.013363,39.820000
0.013368,39.819000
0.013374,39.817000
0.013379,39.815000
0.013384,39.813000
0.013389,39.811000
0.013394,39.808000
0.013399,39.807000
0.013404,39.804000
0.013409,39.802000
0.013414,39.801000
0.013419,39.798000
0.013425,39.796000
0.013430,39.795000
0.013435,39.793000
0.013440,39.791000
0.013445,39.790000
0.013450,39.789000
0.013455,39.788000
0.013460,39.786000
0.013465,39.783000
0.013470,39.780000
0.013475,39.778000
0.013481,39.776000
0.013486,39.774000
0.013491,39.773000
0.013496,39.771000
0.013501,39.770000
0.013506,39.769000
0.013511,39.767000
0.013516,39.766000
0.013521,39.763000
0.013526,39.761000
0.013532,39.759000
0.013537,39.757000
0.013542,39.755000
0.013547,39.753000
0.013552,39.752000
0.013557,39.750000
0.013562,39.748000
0.013567,39.747000
0.013572,39.745000
0.013577,39.743000
0.013582,39.741000
0.013588,39.739000
0.013593,39.737000
0.013598,39.735000
0.013603,39.734000
0.013608,39.732000
0.013613,39.731000
0.013618,39.729000
0.013623,39.727000
0.013628,39.725000
0.013633,39.723000
0.013639,39.721000
0.013644,39.720000
0.013649,39.718000
0.013654,39.716000
0.013659,39.715000
0.013664,39.712000
0.013669,39.711000
0.013674,39.709000
0.013679,39.708000
0.013684,39.706000
0.013689,39.705000
0.013695,39.703000
0.013700,39.701000
0.013705,39.699000
0.013710,39.697000
0.013715,39.696000
0.013720,39.694000
0.013725,39.692000
0.013730,39.690000
0.013735,39.689000
0.013740,39.688000
0.013745,39.686000
0.013751,39.684000
0.013756,39.683000
0.013761,39.682000
0.013766,39.680000
0.013771,39.679000
0.013776,39.677000
0.013781,39.675000
0.013786,39.673000
0.013791,39.671000
0.013796,39.669000
0.013802,39.667000
0.013807,39.665000
0.013812,39.663000
0.013817,39.662000
0.013822,39.661000
0.013827,39.659000
0.013832,39.659000
0.013837,39.657000
0.013842,39.655000
0.013847,39.653000
0.013852,39.651000
0.013858,39.650000
0.013863,39.647000
0.013868,39.645000
0.013873,39.643000
0.013878,39.640000
0.013883,39.638000
0.013888,39.636000
0.013893,39.633000
0.013898,39.631000
0.013903,39.629000
0.013909,39.627000
0.013914,39.626000
0.013919,39.625000
0.013924,39.623000
0.013929,39.622000
0.013934,39.619000
0.013939,39.617000
0.013944,39.615000
0.013949,39.613000
0.013954,39.610000
0.013959,39.609000
0.013965,39.607000
0.013970,39.607000
0.013975,39.605000
0.013980,39.603000
0.013985,39.602000
0.013990,39.599000
0.013995,39.599000
0.014000,39.598000
0.014005,39.596000
0.014010,39.595000
0.014016,39.593000
0.014021,39.593000
0.014026,39.591000
0.014031,39.590000
0.014036,39.587000
0.014041,39.585000
0.014046,39.583000
0.014051,39.581000
0.014056,39.579000
0.014061,39.578000
0.014066,39.577000
0.014072,39.575000
0.014077,39.574000
0.014082,39.573000
0.014087,39.572000
0.014092,39.570000
0.014097,39.567000
0.014102,39.565000
0.014107,39.563000
0.014112,39.561000
0.014117,39.560000
0.014122,39.558000
0.014128,39.557000
0.014133,39.555000
0.014138,39.553000
0.014143,39.551000
0.014148,39.550000
0.014153,39.548000
0.014158,39.546000
0.014163,39.545000
0.014168,39.542000
0.014173,39.540000
0.014179,39.538000
0.014184,39.537000
0.014189,39.534000
0.014194,39.533000
0.014199,39.531000
0.014204,39.529000
0.014209,39.528000
0.014214,39.526000
0.014219,39.525000
0.014224,39.523000
0.014229,39.521000
0.014235,39.518000
0.014240,39.517000
0.014245,39.515000
0.014250,39.512000
0.014255,39.511000
0.014260,39.510000
0.014265,39.509000
0.014270,39.508000
0.014275,39.505000
0.014280,39.503000
0.014286,39.502000
0.014291,39.499000
0.014296,39.498000
0.014301,39.496000
0.014306,39.494000
0.014311,39.493000
0.014316,39.491000
0.014321,39.490000
0.014326,39.489000
0.014331,39.487000
0.014336,39.485000
0.014342,39.483000
0.014347,39.481000
0.014352,39.480000
0.014357,39.477000
0.014362,39.475000
0.014367,39.472000
0.014372,39.470000
0.014377,39.468000
0.014382,39.466000
0.014387,39.464000
0.014393,39.462000
0.014398,39.461000
0.014403,39.459000
0.014408,39.456000
0.014413,39.454000
0.014418,39.452000
0.014423,39.450000
0.014428,39.447000
0.014433,39.446000
0.014438,39.445000
0.014443,39.443000
0.014449,39.441000
0.014454,39.439000
0.014459,39.436000
0.014464,39.434000
0.014469,39.432000
0.014474,39.430000
0.014479,39.428000
0.014484,39.427000
0.014489,39.426000
0.014494,39.424000
0.014500,39.422000
0.014505,39.421000
0.014510,39.419000
0.014515,39.419000
0.014520,39.417000
0.014525,39.415000
0.014530,39.413000
0.014535,39.411000
0.014540,39.409000
0.014545,39.407000
0.014550,39.406000
0.014556,39.403000
0.014561,39.401000
0.014566,39.398000
0.014571,39.396000
0.014576,39.395000
0.014581,39.394000
0.014586,39.393000
0.014591,39.391000
0.014596,39.390000
0.014601,39.388000
0.014606,39.387000
0.014612,39.385000
0.014617,39.384000
0.014622,39.383000
0.014627,39.380000
0.014632,39.379000
0.014637,39.378000
0.014642,39.377000
0.014647,39.375000
0.014652,39.373000
0.014657,39.370000
0.014663,39.368000
0.014668,39.366000
0.014673,39.364000
0.014678,39.363000
0.014683,39.361000
0.014688,39.359000
0.014693,39.357000
0.014698,39.354000
0.014703,39.354000
0.014708,39.352000
0.014713,39.351000
0.014719,39.349000
0.014724,39.348000
0.014729,39.345000
0.014734,39.344000
0.014739,39.343000
0.014744,39.341000
0.014749,39.339000
0.014754,39.338000
0.014759,39.336000
0.014764,39.333000
0.014770,39.331000
0.014775,39.329000
0.014780,39.327000
0.014785,39.325000
0.014790,39.324000
0.014795,39.322000
0.014800,39.321000
0.014805,39.320000
0.014810,39.318000
0.014815,39.316000
0.014820,39.313000
0.014826,39.312000
0.014831,39.311000
0.014836,39.310000
0.014841,39.308000
0.014846,39.307000
0.014851,39.306000
0.014856,39.304000
0.014861,39.303000
0.014866,39.301000
0.014871,39.300000
0.014877,39.298000
0.014882,39.297000
0.014887,39.295000
0.014892,39.293000
0.014897,39.291000
0.014902,39.288000
0.014907,39.287000
0.014912,39.286000
0.014917,39.285000
0.014922,39.282000
0.014927,39.280000
0.014933,39.277000
0.014938,39.274000
0.014943,39.272000
0.014948,39.270000
0.014953,39.269000
0.014958,39.267000
0.014963,39.265000
0.014968,39.264000
0.014973,39.262000
0.014978,39.261000
0.014984,39.260000
0.014989,39.257000
0.014994,39.255000
0.014999,39.254000
0.015004,39.250000
0.015009,39.248000
0.015014,39.246000
0.015019,39.244000
0.015024,39.243000
0.015029,39.241000
0.015034,39.239000
0.015040,39.237000
0.015045,39.236000
0.015050,39.235000
0.015055,39.234000
0.015060,39.232000
0.015065,39.229000
0.015070,39.226000
0.015075,39.225000
0.015080,39.222000
0.015085,39.220000
0.015090,39.219000
0.015096,39.217000
0.015101,39.216000
0.015106,39.214000
0.015111,39.213000
0.015116,39.211000
0.015121,39.209000
0.015126,39.208000
0.015131,39.206000
0.015136,39.204000
0.015141,39.203000
0.015147,39.202000
0.015152,39.201000
0.015157,39.199000
0.015162,39.197000
0.015167,39.195000
0.015172,39.193000
0.015177,39.192000
0.015182,39.191000
0.015187,39.190000
0.015192,39.188000
0.015197,39.186000
0.015203,39.183000
0.015208,39.181000
0.015213,39.180000
0.015218,39.179000
0.015223,39.178000
0.015228,39.178000
0.015233,39.176000
0.015238,39.175000
0.015243,39.173000
0.015248,39.170000
0.015254,39.168000
0.015259,39.165000
0.015264,39.164000
0.015269,39.162000
0.015274,39.161000
0.015279,39.159000
0.015284,39.157000
0.015289,39.155000
0.015294,39.153000
0.015299,39.152000
0.015304,39.151000
0.015310,39.150000
0.015315,39.149000
0.015320,39.148000
0.015325,39.147000
0.015330,39.146000
0.015335,39.144000
0.015340,39.142000
0.015345,39.140000
0.015350,39.137000
0.015355,39.136000
0.015361,39.135000
0.015366,39.134000
0.015371,39.133000
0.015376,39.131000
0.015381,39.130000
0.015386,39.128000
0.015391,39.126000
0.015396,39.124000
0.015401,39.122000
0.015406,39.121000
0.015411,39.119000
0.015417,39.117000
0.015422,39.115000
0.015427,39.113000
0.015432,39.112000
0.015437,39.109000
0.015442,39.108000
0.015447,39.105000
0.015452,39.102000
0.015457,39.100000
0.015462,39.099000
0.015467,39.097000
0.015473,39.095000
0.015478,39.094000
0.015483,39.093000
0.015488,39.092000
0.015493,39.090000
0.015498,39.087000
0.015503,39.085000
0.015508,39.084000
0.015513,39.082000
0.015518,39.080000
0.015524,39.078000
0.015529,39.075000
0.015534,39.075000
0.015539,39.073000
0.015544,39.071000
0.015549,39.069000
0.015554,39.067000
0.015559,39.064000
0.015564,39.063000
0.015569,39.061000
0.015574,39.058000
0.015580,39.057000
0.015585,39.053000
0.015590,39.051000
0.015595,39.050000
0.015600,39.049000
0.015605,39.048000
0.015610,39.047000
0.015615,39.045000
0.015620,39.042000
0.015625,39.040000
0.015631,39.037000
0.015636,39.036000
0.015641,39.035000
0.015646,39.034000
0.015651,39.034000
0.015656,39.032000
0.015661,39.029000
0.015666,39.027000
0.015671,39.025000
0.015676,39.022000
0.015681,39.020000
0.015687,39.018000
0.015692,39.016000
0.015697,39.014000
0.015702,39.013000
0.015707,39.012000
0.015712,39.010000
0.015717,39.008000
0.015722,39.005000
0.015727,39.003000
0.015732,39.000000
0.015738,39.000000
0.015743,38.997000
0.015748,38.996000
0.015753,38.994000
0.015758,38.993000
0.015763,38.992000
0.015768,38.991000
0.015773,38.990000
0.015778,38.988000
0.015783,38.987000
0.015788,38.985000
0.015794,38.983000
0.015799,38.981000
0.015804,38.979000
0.015809,38.978000
0.015814,38.977000
0.015819,38.976000
0.015824,38.976000
0.015829,38.975000
0.015834,38.974000
0.015839,38.972000
0.015845,38.970000
0.015850,38.969000
0.015855,38.968000
0.015860,38.967000
0.015865,38.965000
0.015870,38.961000
0.015875,38.960000
0.015880,38.957000
0.015885,38.955000
0.015890,38.953000
0.015895,38.950000
0.015901,38.947000
0.015906,38.946000
0.015911,38.943000
0.015916,38.941000
0.015921,38.940000
0.015926,38.938000
0.015931,38.936000
0.015936,38.935000
0.015941,38.933000
0.015946,38.931000
0.015951,38.929000
0.015957,38.927000
0.015962,38.925000
0.015967,38.922000
0.015972,38.920000
0.015977,38.920000
0.015982,38.918000
0.015987,38.916000
0.015992,38.913000
0.015997,38.911000
0.016002,38.910000
0.016008,38.908000
0.016013,38.908000
0.016018,38.906000
0.016023,38.903000
0.016028,38.901000
0.016033,38.899000
0.016038,38.898000
0.016043,38.897000
0.016048,38.896000
0.016053,38.894000
0.016058,38.892000
0.016064,38.891000
0.016069,38.889000
0.016074,38.886000
0.016079,38.884000
0.016084,38.882000
0.016089,38.879000
0.016094,38.878000
0.016099,38.877000
0.016104,38.876000
0.016109,38.874000
0.016115,38.872000
0.016120,38.870000
0.016125,38.867000
0.016130,38.866000
0.016135,38.866000
0.016140,38.865000
0.016145,38.863000
0.016150,38.861000
0.016155,38.858000
0.016160,38.855000
0.016165,38.853000
0.016171,38.851000
0.016176,38.850000
0.016181,38.848000
0.016186,38.847000
0.016191,38.845000
0.016196,38.844000
0.016201,38.843000
0.016206,38.842000
0.016211,38.840000
0.016216,38.839000
0.016222,38.836000
0.016227,38.833000
0.016232,38.832000
0.016237,38.831000
0.016242,38.830000
0.016247,38.829000
0.016252,38.828000
0.016257,38.827000
0.016262,38.824000
0.016267,38.823000
0.016272,38.821000
0.016278,38.819000
0.016283,38.819000
0.016288,38.817000
0.016293,38.815000
0.016298,38.812000
0.016303,38.809000
0.016308,38.808000
0.016313,38.806000
0.016318,38.804000
0.016323,38.803000
0.016329,38.801000
0.016334,38.800000
0.016339,38.799000
0.016344,38.797000
0.016349,38.796000
0.016354,38.793000
0.016359,38.790000
0.016364,38.789000
0.016369,38.787000
0.016374,38.786000
0.016379,38.786000
0.016385,38.784000
0.016390,38.783000
0.016395,38.780000
0.016400,38.778000
0.016405,38.776000
0.016410,38.774000
0.016415,38.772000
0.016420,38.769000
0.016425,38.767000
0.016430,38.765000
0.016435,38.763000
0.016441,38.761000
0.016446,38.759000
0.016451,38.757000
0.016456,38.755000
0.016461,38.754000
0.016466,38.752000
0.016471,38.751000
0.016476,38.750000
0.016481,38.749000
0.016486,38.748000
0.016492,38.745000
0.016497,38.742000
0.016502,38.739000
0.016507,38.737000
0.016512,38.735000
0.016517,38.734000
0.016522,38.732000
0.016527,38.730000
0.016532,38.730000
0.016537,38.728000
0.016542,38.726000
0.016548,38.724000
0.016553,38.721000
0.016558,38.721000
0.016563,38.718000
0.016568,38.716000
0.016573,38.714000
0.016578,38.711000
0.016583,38.709000
0.016588,38.708000
0.016593,38.707000
0.016599,38.706000
0.016604,38.704000
0.016609,38.702000
0.016614,38.700000
0.016619,38.698000
0.016624,38.697000
0.016629,38.695000
0.016634,38.693000
0.016639,38.692000
0.016644,38.690000
0.016649,38.688000
0.016655,38.687000
0.016660,38.685000
0.016665,38.685000
0.016670,38.684000
0.016675,38.683000
0.016680,38.682000
0.016685,38.681000
0.016690,38.679000
0.016695,38.677000
0.016700,38.675000
0.016706,38.672000
0.016711,38.671000
0.016716,38.670000
0.016721,38.668000
0.016726,38.666000
0.016731,38.664000
0.016736,38.661000
0.016741,38.659000
0.016746,38.658000
0.016751,38.657000
0.016756,38.655000
0.016762,38.654000
0.016767,38.653000
0.016772,38.651000
0.016777,38.650000
0.016782,38.647000
0.016787,38.646000
0.016792,38.643000
0.016797,38.640000
0.016802,38.639000
0.016807,38.638000
0.016812,38.636000
0.016818,38.633000
0.016823,38.631000
0.016828,38.629000
0.016833,38.626000
0.016838,38.624000
0.016843,38.622000
0.016848,38.620000
0.016853,38.620000
0.016858,38.619000
0.016863,38.619000
0.016869,38.618000
0.016874,38.616000
0.016879,38.614000
0.016884,38.612000
0.016889,38.609000
0.016894,38.608000
0.016899,38.606000
0.016904,38.604000
0.016909,38.603000
0.016914,38.601000
0.016919,38.599000
0.016925,38.596000
0.016930,38.594000
0.016935,38.593000
0.016940,38.590000
0.016945,38.588000
0.016950,38.585000
0.016955,38.584000
0.016960,38.583000
0.016965,38.582000
0.016970,38.579000
0.016976,38.577000
0.016981,38.575000
0.016986,38.573000
0.016991,38.571000
0.016996,38.569000
0.017001,38.567000
0.017006,38.566000
0.017011,38.565000
0.017016,38.564000
0.017021,38.564000
0.017026,38.562000
0.017032,38.560000
0.017037,38.558000
0.017042,38.555000
0.017047,38.552000
0.017052,38.550000
0.017057,38.548000
0.017062,38.546000
0.017067,38.545000
0.017072,38.543000
0.017077,38.542000
0.017083,38.541000
0.017088,38.540000
0.017093,38.539000
0.017098,38.538000
0.017103,38.536000
0.017108,38.535000
0.017113,38.533000
0.017118,38.530000
0.017123,38.529000
0.017128,38.527000
0.017133,38.525000
0.017139,38.524000
0.017144,38.522000
0.017149,38.521000
0.017154,38.519000
0.017159,38.517000
0.017164,38.516000
0.017169,38.514000
0.017174,38.514000
0.017179,38.512000
0.017184,38.511000
0.017190,38.510000
0.017195,38.508000
0.017200,38.506000
0.017205,38.506000
0.017210,38.503000
0.017215,38.501000
0.017220,38.499000
0.017225,38.495000
0.017230,38.493000
0.017235,38.492000
0.017240,38.491000
0.017246,38.489000
0.017251,38.487000
0.017256,38.484000
0.017261,38.482000
0.017266,38.480000
0.017271,38.479000
0.017276,38.478000
0.017281,38.474000
0.017286,38.471000
0.017291,38.469000
0.017296,38.467000
0.017302,38.466000
0.017307,38.465000
0.017312,38.464000
0.017317,38.462000
0.017322,38.460000
0.017327,38.458000
0.017332,38.457000
0.017337,38.455000
0.017342,38.453000
0.017347,38.452000
0.017353,38.449000
0.017358,38.445000
0.017363,38.443000
0.017368,38.441000
0.017373,38.439000
0.017378,38.438000
0.017383,38.436000
0.017388,38.434000
0.017393,38.433000
0.017398,38.430000
0.017403,38.429000
0.017409,38.427000
0.017414,38.426000
0.017419,38.425000
0.017424,38.424000
0.017429,38.422000
0.017434,38.421000
0.017439,38.419000
0.017444,38.417000
0.017449,38.415000
0.017454,38.412000
0.017460,38.411000
0.017465,38.409000
0.017470,38.407000
0.017475,38.407000
0.017480,38.407000
0.017485,38.407000
0.017490,38.405000
0.017495,38.402000
0.017500,38.399000
0.017505,38.397000
0.017510,38.397000
0.017516,38.396000
0.017521,38.394000
0.017526,38.392000
0.017531,38.390000
0.017536,38.389000
0.017541,38.387000
0.017546,38.385000
0.017551,38.383000
0.017556,38.380000
0.017561,38.379000
0.017567,38.378000
0.017572,38.375000
0.017577,38.373000
0.017582,38.371000
0.017587,38.368000
0.017592,38.367000
0.017597,38.366000
0.017602,38.365000
0.017607,38.364000
0.017612,38.362000
0.017617,38.358000
0.017623,38.357000
0.017628,38.355000
0.017633,38.353000
0.017638,38.353000
0.017643,38.351000
0.017648,38.350000
0.017653,38.350000
0.017658,38.349000
0.017663,38.348000
0.017668,38.346000
0.017674,38.345000
0.017679,38.342000
0.017684,38.339000
0.017689,38.337000
0.017694,38.334000
0.017699,38.333000
0.017704,38.332000
0.017709,38.330000
0.017714,38.328000
0.017719,38.326000
0.017724,38.325000
0.017730,38.323000
0.017735,38.320000
0.017740,38.319000
0.017745,38.317000
0.017750,38.315000
0.017755,38.314000
0.017760,38.313000
0.017765,38.311000
0.017770,38.310000
0.017775,38.306000
0.017780,38.303000
0.017786,38.301000
0.017791,38.299000
0.017796,38.298000
0.017801,38.297000
0.017806,38.295000
0.017811,38.294000
0.017816,38.292000
0.017821,38.290000
0.017826,38.288000
0.017831,38.286000
0.017837,38.284000
0.017842,38.283000
0.017847,38.282000
0.017852,38.279000
0.017857,38.278000
0.017862,38.275000
0.017867,38.273000
0.017872,38.272000
0.017877,38.270000
0.017882,38.269000
0.017887,38.267000
0.017893,38.264000
0.017898,38.262000
0.017903,38.260000
0.017908,38.258000
0.017913,38.256000
0.017918,38.254000
0.017923,38.253000
0.017928,38.251000
0.017933,38.250000
0.017938,38.248000
0.017944,38.246000
0.017949,38.245000
0.017954,38.245000
0.017959,38.243000
0.017964,38.243000
0.017969,38.241000
0.017974,38.238000
0.017979,38.235000
0.017984,38.232000
0.017989,38.229000
0.017994,38.227000
0.018000,38.227000
0.018005,38.225000
0.018010,38.223000
0.018015,38.221000
0.018020,38.219000
0.018025,38.217000
0.018030,38.217000
0.018035,38.215000
0.018040,38.214000
0.018045,38.211000
0.018051,38.209000
0.018056,38.208000
0.018061,38.204000
0.018066,38.202000
0.018071,38.199000
0.018076,38.196000
0.018081,38.195000
0.018086,38.194000
0.018091,38.192000
0.018096,38.190000
0.018101,38.189000
0.018107,38.187000
0.018112,38.186000
0.018117,38.184000
0.018122,38.182000
0.018127,38.180000
0.018132,38.179000
0.018137,38.179000
0.018142,38.178000
0.018147,38.176000
0.018152,38.175000
0.018157,38.172000
0.018163,38.170000
0.018168,38.169000
0.018173,38.166000
0.018178,38.163000
0.018183,38.161000
0.018188,38.158000
0.018193,38.157000
0.018198,38.156000
0.018203,38.155000
0.018208,38.154000
0.018214,38.152000
0.018219,38.151000
0.018224,38.148000
0.018229,38.146000
0.018234,38.146000
0.018239,38.144000
0.018244,38.143000
0.018249,38.142000
0.018254,38.139000
0.018259,38.138000
0.018264,38.136000
0.018270,38.134000
0.018275,38.133000
0.018280,38.131000
0.018285,38.129000
0.018290,38.125000
0.018295,38.122000
0.018300,38.121000
0.018305,38.120000
0.018310,38.121000
0.018315,38.120000
0.018321,38.118000
0.018326,38.114000
0.018331,38.112000
0.018336,38.110000
0.018341,38.107000
0.018346,38.107000
0.018351,38.104000
0.018356,38.104000
0.018361,38.103000
0.018366,38.102000
0.018371,38.102000
0.018377,38.102000
0.018382,38.101000
0.018387,38.099000
0.018392,38.097000
0.018397,38.094000
0.018402,38.092000
0.018407,38.091000
0.018412,38.089000
0.018417,38.087000
0.018422,38.085000
0.018428,38.084000
0.018433,38.084000
0.018438,38.084000
0.018443,38.083000
0.018448,38.080000
0.018453,38.077000
0.018458,38.074000
0.018463,38.072000
0.018468,38.072000
0.018473,38.071000
0.018478,38.068000
0.018484,38.065000
0.018489,38.062000
0.018494,38.060000
0.018499,38.059000
0.018504,38.058000
0.018509,38.058000
0.018514,38.055000
0.018519,38.054000
0.018524,38.053000
0.018529,38.050000
0.018535,38.048000
0.018540,38.045000
0.018545,38.042000
0.018550,38.042000
0.018555,38.040000
0.018560,38.037000
0.018565,38.037000
0.018570,38.034000
0.018575,38.033000
0.018580,38.032000
0.018585,38.029000
0.018591,38.027000
0.018596,38.026000
0.018601,38.024000
0.018606,38.022000
0.018611,38.020000
0.018616,38.017000
0.018621,38.016000
0.018626,38.014000
0.018631,38.012000
0.018636,38.012000
0.018641,38.010000
0.018647,38.008000
0.018652,38.005000
0.018657,38.002000
0.018662,38.001000
0.018667,37.999000
0.018672,38.000000
0.018677,37.999000
0.018682,37.997000
0.018687,37.995000
0.018692,37.992000
0.018698,37.989000
0.018703,37.987000
0.018708,37.986000
0.018713,37.985000
0.018718,37.984000
0.018723,37.984000
0.018728,37.982000
0.018733,37.981000
0.018738,37.980000
0.018743,37.978000
0.018748,37.976000
0.018754,37.975000
0.018759,37.973000
0.018764,37.972000
0.018769,37.969000
0.018774,37.967000
0.018779,37.966000
0.018784,37.964000
0.018789,37.962000
0.018794,37.960000
0.018799,37.956000
0.018805,37.954000
0.018810,37.952000
0.018815,37.951000
0.018820,37.949000
0.018825,37.947000
0.018830,37.946000
0.018835,37.945000
0.018840,37.943000
0.018845,37.939000
0.018850,37.937000
0.018855,37.933000
0.018861,37.930000
0.018866,37.930000
0.018871,37.928000
0.018876,37.927000
0.018881,37.925000
0.018886,37.923000
0.018891,37.922000
0.018896,37.919000
0.018901,37.918000
0.018906,37.916000
0.018912,37.913000
0.018917,37.913000
0.018922,37.911000
0.018927,37.909000
0.018932,37.909000
0.018937,37.909000
0.018942,37.906000
0.018947,37.904000
0.018952,37.901000
0.018957,37.898000
0.018962,37.897000
0.018968,37.896000
0.018973,37.896000
0.018978,37.894000
0.018983,37.891000
0.018988,37.887000
0.018993,37.885000
0.018998,37.883000
0.019003,37.882000
0.019008,37.879000
0.019013,37.877000
0.019019,37.875000
0.019024,37.873000
0.019029,37.873000
0.019034,37.872000
0.019039,37.870000
0.019044,37.869000
0.019049,37.867000
0.019054,37.866000
0.019059,37.862000
0.019064,37.862000
0.019069,37.861000
0.019075,37.860000
0.019080,37.860000
0.019085,37.857000
0.019090,37.856000
0.019095,37.853000
0.019100,37.852000
0.019105,37.851000
0.019110,37.848000
0.019115,37.848000
0.019120,37.847000
0.019125,37.845000
0.019131,37.844000
0.019136,37.843000
0.019141,37.841000
0.019146,37.840000
0.019151,37.837000
0.019156,37.834000
0.019161,37.833000
0.019166,37.832000
0.019171,37.830000
0.019176,37.832000
0.019182,37.832000
0.019187,37.830000
0.019192,37.832000
0.019197,37.828000
0.019202,37.825000
0.019207,37.823000
0.019212,37.819000
0.019217,37.817000
0.019222,37.816000
0.019227,37.816000
0.019232,37.814000
0.019238,37.811000
0.019243,37.808000
0.019248,37.805000
0.019253,37.803000
0.019258,37.802000
0.019263,37.802000
0.019268,37.801000
0.019273,37.798000
0.019278,37.796000
0.019283,37.795000
0.019289,37.792000
0.019294,37.790000
0.019299,37.788000
0.019304,37.785000
0.019309,37.781000
0.019314,37.780000
0.019319,37.777000
0.019324,37.775000
0.019329,37.776000
0.019334,37.774000
0.019339,37.771000
0.019345,37.769000
0.019350,37.767000
0.019355,37.765000
0.019360,37.765000
0.019365,37.765000
0.019370,37.762000
0.019375,37.762000
0.019380,37.759000
0.019385,37.757000
0.019390,37.756000
0.019396,37.753000
0.019401,37.752000
0.019406,37.749000
0.019411,37.747000
0.019416,37.747000
0.019421,37.744000
0.019426,37.742000
0.019431,37.740000
0.019436,37.737000
0.019441,37.736000
0.019446,37.734000
0.019452,37.732000
0.019457,37.732000
0.019462,37.731000
0.019467,37.731000
0.019472,37.730000
0.019477,37.729000
0.019482,37.725000
0.019487,37.723000
0.019492,37.720000
0.019497,37.718000
0.019502,37.716000
0.019508,37.713000
0.019513,37.711000
0.019518,37.709000
0.019523,37.707000
0.019528,37.708000
0.019533,37.707000
0.019538,37.707000
0.019543,37.704000
0.019548,37.701000
0.019553,37.700000
0.019559,37.698000
0.019564,37.698000
0.019569,37.697000
0.019574,37.695000
0.019579,37.691000
0.019584,37.690000
0.019589,37.689000
0.019594,37.687000
0.019599,37.686000
0.019604,37.685000
0.019609,37.683000
0.019615,37.682000
0.019620,37.679000
0.019625,37.676000
0.019630,37.673000
0.019635,37.671000
0.019640,37.668000
0.019645,37.666000
0.019650,37.664000
0.019655,37.661000
0.019660,37.659000
0.019666,37.658000
0.019671,37.657000
0.019676,37.657000
0.019681,37.656000
0.019686,37.655000
0.019691,37.654000
0.019696,37.652000
0.019701,37.650000
0.019706,37.646000
0.019711,37.643000
0.019716,37.642000
0.019722,37.642000
0.019727,37.643000
0.019732,37.641000
0.019737,37.637000
0.019742,37.636000
0.019747,37.633000
0.019752,37.633000
0.019757,37.633000
0.019762,37.632000
0.019767,37.630000
0.019773,37.628000
0.019778,37.626000
0.019783,37.624000
0.019788,37.623000
0.019793,37.620000
0.019798,37.618000
0.019803,37.615000
0.019808,37.612000
0.019813,37.611000
0.019818,37.609000
0.019823,37.608000
0.019829,37.605000
0.019834,37.604000
0.019839,37.603000
0.019844,37.601000
0.019849,37.599000
0.019854,37.596000
0.019859,37.594000
0.019864,37.593000
0.019869,37.591000
0.019874,37.591000
0.019880,37.589000
0.019885,37.587000
0.019890,37.585000
0.019895,37.583000
0.019900,37.581000
0.019905,37.580000
0.019910,37.579000
0.019915,37.577000
0.019920,37.575000
0.019925,37.572000
0.019930,37.571000
0.019936,37.567000
0.019941,37.564000
0.019946,37.563000
0.019951,37.560000
0.019956,37.559000
0.019961,37.559000
0.019966,37.557000
0.019971,37.557000
0.019976,37.555000
0.019981,37.553000
0.019986,37.551000
0.019992,37.546000
0.019997,37.544000
0.020002,37.544000
0.020007,37.540000
0.020012,37.539000
0.020017,37.537000
0.020022,37.535000
0.020027,37.534000
0.020032,37.534000
0.020037,37.535000
0.020043,37.532000
0.020048,37.532000
0.020053,37.529000
0.020058,37.525000
0.020063,37.525000
0.020068,37.522000
0.020073,37.521000
0.020078,37.520000
0.020083,37.519000
0.020088,37.518000
0.020093,37.515000
0.020099,37.514000
0.020104,37.514000
0.020109,37.512000
0.020114,37.511000
0.020119,37.509000
0.020124,37.506000
0.020129,37.506000
0.020134,37.504000
0.020139,37.502000
0.020144,37.498000
0.020150,37.494000
0.020155,37.491000
0.020160,37.489000
0.020165,37.489000
0.020170,37.490000
0.020175,37.489000
0.020180,37.487000
0.020185,37.483000
0.020190,37.480000
0.020195,37.477000
0.020200,37.476000
0.020206,37.475000
0.020211,37.473000
0.020216,37.473000
0.020221,37.471000
0.020226,37.469000
0.020231,37.469000
0.020236,37.468000
0.020241,37.467000
0.020246,37.466000
0.020251,37.462000
0.020257,37.461000
0.020262,37.459000
0.020267,37.457000
0.020272,37.456000
0.020277,37.453000
0.020282,37.453000
0.020287,37.450000
0.020292,37.446000
0.020297,37.445000
0.020302,37.445000
0.020307,37.445000
0.020313,37.443000
0.020318,37.443000
0.020323,37.440000
0.020328,37.436000
0.020333,37.435000
0.020338,37.432000
0.020343,37.430000
0.020348,37.431000
0.020353,37.429000
0.020358,37.426000
0.020364,37.426000
0.020369,37.422000
0.020374,37.420000
0.020379,37.417000
0.020384,37.414000
0.020389,37.411000
0.020394,37.409000
0.020399,37.409000
0.020404,37.409000
0.020409,37.407000
0.020414,37.405000
0.020420,37.404000
0.020425,37.401000
0.020430,37.400000
0.020435,37.401000
